ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest
P416,aaliyah.brown434@ellarises.org,Aaliyah,Brown,2010-12-04,participant,801-414-3762,Riverton,UT,84281.0,Retail Store,STEM
P417,alexander.garcia435@studentmail.org,Alexander,Garcia,2007-08-16,participant,801-639-7609,Taylorsville,UT,84649.0,Mountain View High,Arts
P418,ava.williams436@studentmail.org,Ava,Williams,2014-12-23,participant,801-214-6279,Draper,UT,84973.0,Community Center,Both
P419,zoey.johnson437@ellarises.org,Zoey,Johnson,2004-12-31,participant,801-910-6641,West Jordan,UT,84232.0,North Summit High,STEM
P420,hazel.allen438@learners.net,Hazel,Allen,2004-07-10,participant,801-246-5885,Orem,UT,84067.0,Mountain View High,Both
P421,michael.hill439@learners.net,Michael,Hill,2005-09-08,participant,801-903-3192,Taylorsville,UT,84910.0,Startup Lab,Arts
P422,stella.gonzalez440@studentmail.org,Stella,Gonzalez,2014-04-23,participant,801-433-4675,Bountiful,UT,84020.0,North Summit High,STEM
P423,emma.nguyen441@studentmail.org,Emma,Nguyen,2006-06-01,participant,801-928-1612,Logan,UT,84376.0,Startup Lab,Both
P424,eleanor.wright442@ellarises.org,Eleanor,Wright,1999-01-31,participant,801-310-1323,Provo,UT,84678.0,Art Studio,STEM
P425,oliver.lewis443@community.org,Oliver,Lewis,2013-09-28,participant,801-458-8772,Logan,UT,84561.0,North Summit High,STEM
P426,olivia.martin444@community.org,Olivia,Martin,2011-12-20,participant,801-732-5423,Logan,UT,84679.0,Local Library,Both
P427,camila.clark445@ellarises.org,Camila,Clark,2004-05-04,participant,801-832-2928,Pleasant Grove,UT,84737.0,East Ridge Middle,STEM
P428,jackson.gonzalez446@studentmail.org,Jackson,Gonzalez,2006-01-11,participant,801-735-4304,Layton,UT,84852.0,Art Studio,Arts
P429,savannah.hernandez447@ellarises.org,Savannah,Hernandez,2005-06-01,participant,801-412-8875,Spanish Fork,UT,84933.0,Valley Charter,STEM
P430,olivia.garcia448@ellarises.org,Olivia,Garcia,1999-09-07,participant,801-292-9383,Spanish Fork,UT,84153.0,Art Studio,Both
P431,elizabeth.taylor449@studentmail.org,Elizabeth,Taylor,1999-02-15,participant,801-470-8606,Riverton,UT,84304.0,East Ridge Middle,STEM
P432,mia.jackson450@learners.net,Mia,Jackson,2000-02-18,participant,801-956-2898,Lehi,UT,84437.0,Community Center,STEM
P433,olivia.rodriguez451@studentmail.org,Olivia,Rodriguez,2014-06-11,participant,801-648-5395,Lehi,UT,84367.0,East Ridge Middle,Arts
P434,violet.lopez452@ellarises.org,Violet,Lopez,2006-08-26,participant,801-667-5453,Bountiful,UT,84410.0,Art Studio,Arts
P435,oliver.hernandez453@ellarises.org,Oliver,Hernandez,2001-07-29,participant,801-943-1960,St. George,UT,84713.0,East Ridge Middle,Arts
P436,levi.torres454@community.org,Levi,Torres,2011-09-18,participant,801-588-6875,Orem,UT,84626.0,Westview High,Both
P437,sofia.walker455@community.org,Sofia,Walker,1999-01-12,participant,801-621-8220,Logan,UT,84909.0,East Ridge Middle,Arts
P438,addison.walker457@learners.net,Addison,Walker,1998-04-06,participant,801-771-1894,Bountiful,UT,84153.0,Tech Apprenticeship,STEM
P439,mateo.walker458@community.org,Mateo,Walker,2005-03-11,participant,801-969-9055,Orem,UT,84077.0,Valley Charter,Arts
P440,penelope.brown459@studentmail.org,Penelope,Brown,2008-04-18,participant,801-440-2291,Bountiful,UT,84413.0,Mountain View High,Both
P441,lucas.garcia460@community.org,Lucas,Garcia,2014-09-18,participant,801-321-9148,Riverton,UT,84324.0,Tech Apprenticeship,STEM
P442,mila.sanchez461@community.org,Mila,Sanchez,2000-01-15,participant,801-762-1002,Provo,UT,84571.0,Retail Store,Both
P443,brooklyn.allen462@studentmail.org,Brooklyn,Allen,1999-03-21,participant,801-549-6953,Riverton,UT,84974.0,Community Center,STEM
P444,benjamin.perez463@community.org,Benjamin,Perez,2000-03-09,participant,801-663-2868,Draper,UT,84734.0,Retail Store,Both
P445,victoria.smith464@learners.net,Victoria,Smith,2010-04-14,participant,801-848-5783,Draper,UT,84850.0,Cafe Rio,Arts
P446,mila.williams465@studentmail.org,Mila,Williams,2000-05-26,participant,801-934-7704,Spanish Fork,UT,84144.0,BYU,Both
P447,nora.gonzalez466@ellarises.org,Nora,Gonzalez,2014-01-28,participant,801-668-4122,Bountiful,UT,84221.0,UVU,STEM
P448,oliver.williams467@ellarises.org,Oliver,Williams,2001-01-07,participant,801-874-9260,Riverton,UT,84469.0,Mountain View High,STEM
P449,mason.brown468@community.org,Mason,Brown,2013-07-08,participant,801-720-3903,Spanish Fork,UT,84947.0,Local Library,STEM
P450,sofia.miller469@community.org,Sofia,Miller,2011-08-29,participant,801-593-7859,Lehi,UT,84517.0,Startup Lab,Both
P451,addison.moore470@community.org,Addison,Moore,2000-12-28,participant,801-501-8419,Lehi,UT,84994.0,North Summit High,Arts
P452,daniel.martin471@learners.net,Daniel,Martin,2013-05-26,participant,801-414-5760,Sandy,UT,84206.0,UVU,Both
P453,sofia.lopez472@learners.net,Sofia,Lopez,2011-01-27,participant,801-560-8870,Logan,UT,84780.0,Local Library,Both
P454,oliver.wright473@learners.net,Oliver,Wright,2000-05-22,participant,801-213-9564,Taylorsville,UT,84828.0,Westview High,Arts
P455,aria.brown474@ellarises.org,Aria,Brown,2004-06-05,participant,801-968-3636,Sandy,UT,84274.0,Tech Apprenticeship,Arts
P456,aria.brown475@learners.net,Aria,Brown,2006-01-17,participant,801-754-1529,Sandy,UT,84772.0,Community Center,Arts
P457,mila.flores476@studentmail.org,Mila,Flores,2013-07-17,participant,801-723-5712,Bountiful,UT,84244.0,Tech Apprenticeship,STEM
P458,leah.harris477@community.org,Leah,Harris,1998-04-17,participant,801-765-1881,Lehi,UT,84990.0,Art Studio,Arts
P459,nora.flores478@community.org,Nora,Flores,2014-12-08,participant,801-848-7025,West Jordan,UT,84934.0,Local Library,Both
P460,nora.gonzalez479@learners.net,Nora,Gonzalez,2002-03-12,participant,801-899-2220,Riverton,UT,84182.0,North Summit High,Both
P461,daniel.davis480@community.org,Daniel,Davis,2000-12-01,participant,801-485-5329,Provo,UT,84439.0,North Summit High,Both
P462,eleanor.smith481@learners.net,Eleanor,Smith,2001-06-13,participant,801-358-1654,Riverton,UT,84727.0,Startup Lab,Arts
P463,charlotte.flores482@learners.net,Charlotte,Flores,1999-08-21,participant,801-786-6866,Spanish Fork,UT,84809.0,Retail Store,Both
P464,aaliyah.king483@studentmail.org,Aaliyah,King,2001-07-29,participant,801-269-9276,Orem,UT,84534.0,SLCC,Both
P465,sebastian.sanchez484@ellarises.org,Sebastian,Sanchez,2005-06-05,participant,801-418-6437,Draper,UT,84227.0,UVU,Arts
P466,hannah.flores485@community.org,Hannah,Flores,2007-12-30,participant,801-884-6668,Salt Lake City,UT,84118.0,Valley Charter,Both
P467,addison.williams486@learners.net,Addison,Williams,2003-10-03,participant,801-316-7322,Bountiful,UT,84938.0,Cafe Rio,Both
P468,aurora.johnson487@learners.net,Aurora,Johnson,2008-12-01,participant,801-720-8300,Pleasant Grove,UT,84823.0,Westview High,Arts
P469,zoey.lee488@ellarises.org,Zoey,Lee,2009-12-17,participant,801-991-9814,Logan,UT,84172.0,Westview High,Both
P470,harper.wilson489@studentmail.org,Harper,Wilson,2010-01-23,participant,801-306-4368,Taylorsville,UT,84856.0,Community Center,Both
P471,william.jones490@studentmail.org,William,Jones,1998-11-07,participant,801-934-6434,Salt Lake City,UT,84471.0,East Ridge Middle,STEM
P472,liam.ramirez492@learners.net,Liam,Ramirez,2009-12-30,participant,801-889-2938,Salt Lake City,UT,84399.0,Westview High,Both
P473,harper.nguyen493@ellarises.org,Harper,Nguyen,2004-07-02,participant,801-714-2738,Ogden,UT,84367.0,Retail Store,Both
P474,brooklyn.hill494@ellarises.org,Brooklyn,Hill,2006-11-11,participant,801-648-7249,Murray,UT,84784.0,Community Center,Both
P475,sophia.walker495@studentmail.org,Sophia,Walker,2010-03-29,participant,801-964-7406,West Jordan,UT,84140.0,BYU,Both
P476,aria.martin496@learners.net,Aria,Martin,2000-10-06,participant,801-768-3316,Salt Lake City,UT,84567.0,Westview High,STEM
P477,james.wright497@ellarises.org,James,Wright,2002-10-01,participant,801-966-6633,Murray,UT,84216.0,SLCC,Both
P478,daniel.martinez498@studentmail.org,Daniel,Martinez,2002-05-11,participant,801-831-5140,Orem,UT,84227.0,East Ridge Middle,STEM
P479,charlotte.scott499@community.org,Charlotte,Scott,2003-08-16,participant,801-887-2103,Ogden,UT,84298.0,East Ridge Middle,STEM
P480,alexander.perez500@learners.net,Alexander,Perez,2000-03-30,participant,801-871-4842,St. George,UT,84688.0,BYU,Both
P481,harper.gonzalez501@learners.net,Harper,Gonzalez,2013-07-21,participant,801-536-6008,Spanish Fork,UT,84462.0,Local Library,STEM
P482,natalie.lee502@community.org,Natalie,Lee,2002-12-20,participant,801-520-5033,Orem,UT,84005.0,Art Studio,Both
P483,william.moore503@learners.net,William,Moore,2008-10-06,participant,801-950-6432,St. George,UT,84696.0,Mountain View High,Arts
P484,stella.martin504@community.org,Stella,Martin,2004-04-17,participant,801-861-2343,Logan,UT,84180.0,Community Center,STEM
P485,sebastian.gonzalez505@learners.net,Sebastian,Gonzalez,2009-05-17,participant,801-277-1305,Ogden,UT,84745.0,Tech Apprenticeship,STEM
P486,liam.nguyen506@studentmail.org,Liam,Nguyen,2010-02-08,participant,801-466-9904,Provo,UT,84565.0,Mountain View High,Both
P487,daniel.garcia508@community.org,Daniel,Garcia,2011-10-10,participant,801-210-4913,Draper,UT,84515.0,Tech Apprenticeship,STEM
P488,daniel.rodriguez509@community.org,Daniel,Rodriguez,2014-07-04,participant,801-779-3395,Orem,UT,84184.0,Art Studio,Arts
P489,stella.williams510@studentmail.org,Stella,Williams,2006-04-15,participant,801-264-5331,Spanish Fork,UT,84238.0,Valley Charter,STEM
P490,grace.king511@learners.net,Grace,King,1998-11-23,participant,801-665-1760,Bountiful,UT,84481.0,Tech Apprenticeship,Arts
P491,mila.king512@learners.net,Mila,King,2006-06-13,participant,801-757-3848,Layton,UT,84593.0,Tech Apprenticeship,Arts
P492,natalie.nguyen513@ellarises.org,Natalie,Nguyen,2009-08-01,participant,801-585-4651,Pleasant Grove,UT,84258.0,SLCC,Arts
P493,kennedy.young514@community.org,Kennedy,Young,2001-09-18,participant,801-342-8207,Salt Lake City,UT,84514.0,Valley Charter,STEM
P494,daniel.moore515@studentmail.org,Daniel,Moore,2011-07-03,participant,801-361-6934,St. George,UT,84192.0,Art Studio,STEM
P495,madison.clark516@learners.net,Madison,Clark,2008-09-29,participant,801-891-8844,Logan,UT,84494.0,Valley Charter,Both
P496,lily.clark517@ellarises.org,Lily,Clark,2001-01-08,participant,801-330-3639,West Jordan,UT,84045.0,Tech Apprenticeship,Both
P497,mia.torres518@studentmail.org,Mia,Torres,2009-08-03,participant,801-464-3949,Provo,UT,84171.0,SLCC,Both
P498,emma.jackson519@ellarises.org,Emma,Jackson,2008-10-20,participant,801-821-8723,Sandy,UT,84460.0,North Summit High,STEM
P499,noah.hill520@studentmail.org,Noah,Hill,2003-12-07,participant,801-875-9369,Orem,UT,84639.0,North Summit High,Both
P500,violet.robinson521@ellarises.org,Violet,Robinson,2000-06-08,participant,801-594-3166,West Jordan,UT,84388.0,Westview High,STEM
P501,michael.allen522@community.org,Michael,Allen,2008-09-03,participant,801-298-3906,St. George,UT,84621.0,Startup Lab,Both
P502,isabella.wright523@ellarises.org,Isabella,Wright,2011-07-15,participant,801-875-3135,Ogden,UT,84494.0,Cafe Rio,STEM
P503,william.king524@community.org,William,King,2007-08-16,participant,801-244-9680,Draper,UT,84896.0,Valley Charter,Arts
P504,leah.thompson525@ellarises.org,Leah,Thompson,2003-03-20,participant,801-460-8817,Taylorsville,UT,84138.0,Startup Lab,STEM
P505,aurora.hill526@community.org,Aurora,Hill,2010-12-18,participant,801-205-1116,Layton,UT,84194.0,Cafe Rio,STEM
P506,michael.smith527@community.org,Michael,Smith,2006-02-15,participant,801-523-7698,Sandy,UT,84705.0,East Ridge Middle,STEM
P507,elijah.nguyen528@learners.net,Elijah,Nguyen,2010-08-31,participant,801-748-7939,Layton,UT,84876.0,UVU,Both
P508,penelope.sanchez529@studentmail.org,Penelope,Sanchez,2002-01-04,participant,801-770-8904,Taylorsville,UT,84566.0,UVU,Both
P509,levi.taylor530@learners.net,Levi,Taylor,2014-07-03,participant,801-922-7522,Draper,UT,84793.0,North Summit High,Both
P510,avery.anderson531@community.org,Avery,Anderson,2006-12-26,participant,801-419-9328,Orem,UT,84103.0,Retail Store,Arts
P511,charlotte.hernandez532@community.org,Charlotte,Hernandez,2008-07-30,participant,801-293-3381,Salt Lake City,UT,84824.0,Startup Lab,Both
P512,william.garcia533@ellarises.org,William,Garcia,2011-08-30,participant,801-579-2311,Layton,UT,84228.0,Westview High,Both
P513,hazel.sanchez534@learners.net,Hazel,Sanchez,2012-05-12,participant,801-992-3871,Provo,UT,84969.0,Mountain View High,Arts
P514,olivia.gonzalez535@learners.net,Olivia,Gonzalez,2009-07-27,participant,801-813-9364,Sandy,UT,84035.0,Art Studio,STEM
P515,chloe.williams536@learners.net,Chloe,Williams,1999-12-13,participant,801-200-3579,West Jordan,UT,84671.0,BYU,Arts
P516,kennedy.thompson538@learners.net,Kennedy,Thompson,2007-01-23,participant,801-399-8450,West Jordan,UT,84621.0,Local Library,STEM
P517,lucy.lopez539@community.org,Lucy,Lopez,2009-04-14,participant,801-772-2185,Pleasant Grove,UT,84110.0,BYU,Arts
P518,ella.allen540@learners.net,Ella,Allen,2010-08-19,participant,801-653-7178,Layton,UT,84711.0,Mountain View High,STEM
P519,violet.robinson541@community.org,Violet,Robinson,1999-07-08,participant,801-319-5224,Salt Lake City,UT,84494.0,SLCC,Both
P520,lucy.thomas543@learners.net,Lucy,Thomas,1999-09-15,participant,801-889-6603,Ogden,UT,84409.0,Cafe Rio,STEM
P521,jack.lee544@learners.net,Jack,Lee,2002-02-06,participant,801-787-5408,Sandy,UT,84916.0,Art Studio,Both
P522,zoey.young545@studentmail.org,Zoey,Young,2002-08-21,participant,801-447-5348,West Jordan,UT,84754.0,Valley Charter,STEM
P523,addison.flores546@learners.net,Addison,Flores,1999-10-05,participant,801-309-2964,St. George,UT,84798.0,Tech Apprenticeship,Both
P524,jackson.flores547@ellarises.org,Jackson,Flores,2011-12-03,participant,801-693-7081,Provo,UT,84869.0,UVU,Arts
P525,penelope.young548@studentmail.org,Penelope,Young,2014-10-29,participant,801-607-4638,Pleasant Grove,UT,84287.0,Local Library,STEM
P526,charlotte.king549@community.org,Charlotte,King,2009-04-09,participant,801-753-1533,Spanish Fork,UT,84963.0,UVU,Arts
P527,layla.robinson550@ellarises.org,Layla,Robinson,1998-04-07,participant,801-523-1137,Pleasant Grove,UT,84472.0,Tech Apprenticeship,STEM
P528,leah.nguyen551@ellarises.org,Leah,Nguyen,2002-03-14,participant,801-827-5254,Lehi,UT,84371.0,Cafe Rio,Arts
P529,lillian.moore552@community.org,Lillian,Moore,2007-07-05,participant,801-388-9171,Lehi,UT,84375.0,Valley Charter,Arts
P530,zoe.white553@community.org,Zoe,White,2010-12-01,participant,801-384-3148,Layton,UT,84462.0,Tech Apprenticeship,STEM
P531,elizabeth.moore554@studentmail.org,Elizabeth,Moore,2001-04-09,participant,801-590-4212,Taylorsville,UT,84877.0,Retail Store,Both
P532,scarlett.walker555@ellarises.org,Scarlett,Walker,2012-02-23,participant,801-711-3203,Orem,UT,84432.0,Cafe Rio,Both
P533,aaliyah.young556@learners.net,Aaliyah,Young,2006-12-08,participant,801-781-1781,Layton,UT,84576.0,East Ridge Middle,Both
P534,lily.brown557@studentmail.org,Lily,Brown,2008-02-03,participant,801-844-2577,Layton,UT,84488.0,Art Studio,Arts
P535,lucy.white558@learners.net,Lucy,White,2000-09-20,participant,801-220-7746,Layton,UT,84353.0,UVU,Both
P536,nora.torres559@studentmail.org,Nora,Torres,2008-12-07,participant,801-532-9363,Murray,UT,84364.0,Retail Store,Both
P537,lucas.garcia560@community.org,Lucas,Garcia,2001-10-04,participant,801-846-3373,Murray,UT,84475.0,Tech Apprenticeship,Arts
P538,oliver.flores561@community.org,Oliver,Flores,2003-02-13,participant,801-365-6629,Ogden,UT,84082.0,UVU,Arts
P539,savannah.moore562@community.org,Savannah,Moore,2014-10-10,participant,801-655-6950,Layton,UT,84909.0,Local Library,Both
P540,lucas.clark563@studentmail.org,Lucas,Clark,2014-04-28,participant,801-223-3048,Orem,UT,84875.0,Valley Charter,Both
P541,eleanor.garcia564@studentmail.org,Eleanor,Garcia,1999-06-07,participant,801-305-2565,Orem,UT,84407.0,Startup Lab,Arts
P542,charlotte.johnson565@community.org,Charlotte,Johnson,2003-11-21,participant,801-285-2702,Pleasant Grove,UT,84784.0,Local Library,STEM
P543,abigail.harris566@learners.net,Abigail,Harris,2007-12-10,participant,801-955-5655,West Jordan,UT,84254.0,Tech Apprenticeship,STEM
P544,sofia.king567@studentmail.org,Sofia,King,2005-04-18,participant,801-879-6846,Salt Lake City,UT,84036.0,Community Center,Arts
P545,theodore.wright568@learners.net,Theodore,Wright,2001-12-21,participant,801-914-9835,Riverton,UT,84139.0,Local Library,Both
P546,benjamin.torres569@community.org,Benjamin,Torres,2004-12-11,participant,801-854-9745,Pleasant Grove,UT,84656.0,Startup Lab,Arts
P547,levi.wright570@studentmail.org,Levi,Wright,2007-03-31,participant,801-515-6992,Ogden,UT,84453.0,BYU,STEM
P548,brooklyn.smith571@ellarises.org,Brooklyn,Smith,2005-09-18,participant,801-976-3233,Pleasant Grove,UT,84835.0,BYU,Arts
P549,sebastian.smith572@community.org,Sebastian,Smith,2004-07-27,participant,801-209-8052,Spanish Fork,UT,84307.0,Local Library,STEM
P550,ava.scott573@learners.net,Ava,Scott,2006-11-08,participant,801-774-8161,Sandy,UT,84422.0,Valley Charter,STEM
P551,hazel.harris574@studentmail.org,Hazel,Harris,2009-08-03,participant,801-632-4924,Layton,UT,84082.0,Retail Store,Both
P552,paisley.jackson575@learners.net,Paisley,Jackson,2001-01-24,participant,801-270-3988,Taylorsville,UT,84193.0,BYU,STEM
P553,benjamin.flores576@community.org,Benjamin,Flores,2002-03-19,participant,801-837-9060,Layton,UT,84718.0,UVU,STEM
P554,scarlett.brown577@ellarises.org,Scarlett,Brown,2004-01-15,participant,801-304-5622,Orem,UT,84996.0,North Summit High,Both
P555,henry.smith578@studentmail.org,Henry,Smith,2002-11-15,participant,801-215-9086,Ogden,UT,84155.0,UVU,Arts
P556,bella.young579@learners.net,Bella,Young,1999-10-20,participant,801-232-6410,Riverton,UT,84714.0,Community Center,STEM
P557,amelia.moore580@community.org,Amelia,Moore,2002-04-24,participant,801-681-3975,Ogden,UT,84557.0,Startup Lab,Arts
P558,leah.smith581@ellarises.org,Leah,Smith,2003-07-18,participant,801-989-8257,West Jordan,UT,84395.0,Art Studio,STEM
P559,nora.robinson582@ellarises.org,Nora,Robinson,2006-09-23,participant,801-413-8746,Pleasant Grove,UT,84682.0,Tech Apprenticeship,Arts
P560,claire.hernandez583@ellarises.org,Claire,Hernandez,2012-04-27,participant,801-459-8884,Pleasant Grove,UT,84126.0,BYU,STEM
P561,natalie.brown584@studentmail.org,Natalie,Brown,2005-04-12,participant,801-848-8113,Logan,UT,84242.0,Westview High,STEM
P562,penelope.nguyen585@ellarises.org,Penelope,Nguyen,1998-12-11,participant,801-448-1146,Bountiful,UT,84809.0,Local Library,Both
P563,jack.hill586@studentmail.org,Jack,Hill,2001-07-15,participant,801-291-5075,Draper,UT,84790.0,Mountain View High,STEM
P564,violet.brown587@ellarises.org,Violet,Brown,2000-05-29,participant,801-357-9787,Draper,UT,84661.0,North Summit High,Arts
P565,madison.lee588@learners.net,Madison,Lee,2013-06-17,participant,801-397-1349,Riverton,UT,84751.0,SLCC,Arts
P566,camila.taylor589@ellarises.org,Camila,Taylor,2010-03-05,participant,801-648-5828,Spanish Fork,UT,84724.0,Art Studio,Arts
P567,zoey.torres590@studentmail.org,Zoey,Torres,2004-03-05,participant,801-949-8674,Draper,UT,84332.0,Community Center,Both
P568,lily.jones591@studentmail.org,Lily,Jones,2006-03-27,participant,801-469-9873,Riverton,UT,84303.0,Mountain View High,STEM
P569,mateo.harris592@studentmail.org,Mateo,Harris,2005-03-12,participant,801-572-4912,Salt Lake City,UT,84635.0,Art Studio,STEM
P570,sebastian.harris593@studentmail.org,Sebastian,Harris,2011-10-02,participant,801-709-3525,Pleasant Grove,UT,84700.0,BYU,Arts
P571,noah.lee594@ellarises.org,Noah,Lee,1998-12-25,participant,801-874-2092,Logan,UT,84536.0,Community Center,STEM
P572,layla.williams595@studentmail.org,Layla,Williams,1998-09-18,participant,801-396-2617,Logan,UT,84498.0,Local Library,Both
P573,hazel.young596@learners.net,Hazel,Young,1998-04-18,participant,801-426-2161,Provo,UT,84376.0,Startup Lab,STEM
P574,alexander.garcia597@community.org,Alexander,Garcia,2006-04-12,participant,801-771-7814,Provo,UT,84370.0,Retail Store,Both
P575,amelia.flores598@learners.net,Amelia,Flores,2004-10-25,participant,801-951-2153,Pleasant Grove,UT,84042.0,East Ridge Middle,STEM
P576,michael.miller599@ellarises.org,Michael,Miller,2002-05-02,participant,801-594-4104,West Jordan,UT,84545.0,Cafe Rio,Both
P577,addison.torres600@studentmail.org,Addison,Torres,2013-02-16,participant,801-308-6864,Taylorsville,UT,84765.0,Mountain View High,Both
P578,sebastian.hill602@community.org,Sebastian,Hill,2006-05-04,participant,801-522-6319,Draper,UT,84925.0,SLCC,Both
P579,william.lee603@studentmail.org,William,Lee,2006-01-28,participant,801-984-5162,Sandy,UT,84385.0,Mountain View High,Arts
P580,james.smith604@ellarises.org,James,Smith,2001-01-11,participant,801-216-9480,Murray,UT,84611.0,Startup Lab,Arts
P581,ava.martin605@studentmail.org,Ava,Martin,2013-06-21,participant,801-522-1355,Sandy,UT,84877.0,Community Center,Arts
P582,daniel.scott606@studentmail.org,Daniel,Scott,2001-07-02,participant,801-671-6827,Logan,UT,84039.0,North Summit High,Arts
P583,natalie.nguyen607@studentmail.org,Natalie,Nguyen,2010-10-18,participant,801-507-2505,West Jordan,UT,84263.0,SLCC,Both
P584,hannah.jones608@learners.net,Hannah,Jones,2011-05-09,participant,801-699-2562,Spanish Fork,UT,84178.0,Tech Apprenticeship,Arts
P585,isabella.torres609@community.org,Isabella,Torres,2005-10-21,participant,801-257-6478,Ogden,UT,84799.0,Startup Lab,Arts
P586,oliver.davis610@studentmail.org,Oliver,Davis,1999-03-20,participant,801-996-7266,Salt Lake City,UT,84650.0,BYU,Both
P587,mia.lee611@studentmail.org,Mia,Lee,2001-06-08,participant,801-914-4617,Lehi,UT,84515.0,Westview High,Both
P588,james.lewis612@ellarises.org,James,Lewis,2001-04-27,participant,801-496-7460,West Jordan,UT,84443.0,North Summit High,Arts
P589,abigail.walker613@ellarises.org,Abigail,Walker,2009-04-03,participant,801-287-7529,Bountiful,UT,84269.0,SLCC,Both
P590,sofia.rodriguez614@community.org,Sofia,Rodriguez,2010-08-03,participant,801-604-4212,Sandy,UT,84500.0,Local Library,Both
P591,mason.thomas615@studentmail.org,Mason,Thomas,2005-04-03,participant,801-995-8046,Ogden,UT,84273.0,Tech Apprenticeship,Both
P592,emily.davis616@community.org,Emily,Davis,2005-03-12,participant,801-556-4120,Taylorsville,UT,84375.0,UVU,Both
P593,sophia.martin617@studentmail.org,Sophia,Martin,2007-11-18,participant,801-652-3389,Draper,UT,84632.0,Westview High,STEM
P594,nora.white618@studentmail.org,Nora,White,2003-06-15,participant,801-957-1893,Ogden,UT,84116.0,Local Library,STEM
P595,aurora.smith619@learners.net,Aurora,Smith,1998-07-06,participant,801-660-8719,Logan,UT,84313.0,UVU,STEM
P596,sebastian.wilson620@studentmail.org,Sebastian,Wilson,2008-10-31,participant,801-464-9991,Pleasant Grove,UT,84769.0,Local Library,Both
P597,aria.johnson621@community.org,Aria,Johnson,1999-05-08,participant,801-461-3790,Pleasant Grove,UT,84045.0,BYU,STEM
P598,paisley.brown622@community.org,Paisley,Brown,2012-11-14,participant,801-597-5445,Salt Lake City,UT,84069.0,Community Center,Both
P599,natalie.miller623@ellarises.org,Natalie,Miller,2003-03-09,participant,801-864-7332,Murray,UT,84889.0,SLCC,Both
P600,elizabeth.lee624@community.org,Elizabeth,Lee,2008-04-09,participant,801-403-9202,Ogden,UT,84191.0,Cafe Rio,Both
P601,emma.williams625@studentmail.org,Emma,Williams,2006-10-28,participant,801-541-9027,Pleasant Grove,UT,84313.0,Art Studio,STEM
P602,emma.thompson626@learners.net,Emma,Thompson,2009-03-30,participant,801-509-4869,Draper,UT,84641.0,BYU,STEM
P603,eleanor.harris627@ellarises.org,Eleanor,Harris,2006-10-24,participant,801-355-6599,Layton,UT,84231.0,Tech Apprenticeship,STEM
P604,emily.harris628@studentmail.org,Emily,Harris,2007-07-26,participant,801-786-3502,Taylorsville,UT,84247.0,BYU,Both
P605,skylar.lewis629@studentmail.org,Skylar,Lewis,2013-05-05,participant,801-341-9869,Sandy,UT,84669.0,Retail Store,STEM
P606,camila.martin630@studentmail.org,Camila,Martin,2012-09-19,participant,801-988-3378,Taylorsville,UT,84931.0,Startup Lab,Both
P607,lily.lee631@ellarises.org,Lily,Lee,2014-04-23,participant,801-525-3384,Logan,UT,84189.0,Westview High,Arts
P608,noah.clark632@learners.net,Noah,Clark,2001-05-29,participant,801-852-5485,Riverton,UT,84764.0,Retail Store,STEM
P609,mila.rodriguez633@studentmail.org,Mila,Rodriguez,2011-08-02,participant,801-826-5372,Salt Lake City,UT,84781.0,Local Library,Both
P610,camila.allen635@community.org,Camila,Allen,2008-08-17,participant,801-596-9051,Draper,UT,84189.0,North Summit High,STEM
P611,nora.wilson637@ellarises.org,Nora,Wilson,2013-06-05,participant,801-649-9027,Orem,UT,84950.0,UVU,Arts
P612,addison.ramirez638@community.org,Addison,Ramirez,2014-02-25,participant,801-952-7232,Provo,UT,84623.0,UVU,Arts
P613,sebastian.king639@ellarises.org,Sebastian,King,1998-12-14,participant,801-662-8485,Pleasant Grove,UT,84112.0,Startup Lab,STEM
P614,michael.wright640@community.org,Michael,Wright,2012-02-23,participant,801-596-9456,Provo,UT,84572.0,Westview High,STEM
P615,savannah.lewis641@community.org,Savannah,Lewis,2001-09-25,participant,801-492-8558,Murray,UT,84793.0,SLCC,Arts
P616,charlotte.king642@studentmail.org,Charlotte,King,2000-01-11,participant,801-861-8400,Riverton,UT,84850.0,Art Studio,Both
P617,ella.lopez643@studentmail.org,Ella,Lopez,1998-07-24,participant,801-531-8387,Bountiful,UT,84424.0,North Summit High,Arts
P618,nora.robinson644@ellarises.org,Nora,Robinson,2014-02-10,participant,801-908-3686,Layton,UT,84332.0,Art Studio,STEM
P619,emily.davis645@community.org,Emily,Davis,2014-04-21,participant,801-736-7292,Draper,UT,84088.0,Retail Store,Both
P620,lily.harris646@community.org,Lily,Harris,2010-09-07,participant,801-374-6491,Provo,UT,84787.0,Community Center,Both
P621,scarlett.hernandez647@studentmail.org,Scarlett,Hernandez,2007-05-31,participant,801-929-1840,Orem,UT,84788.0,BYU,Arts
P622,lucas.jackson648@studentmail.org,Lucas,Jackson,1998-01-29,participant,801-334-4323,Logan,UT,84921.0,Local Library,Arts
P623,olivia.robinson649@community.org,Olivia,Robinson,2003-05-03,participant,801-205-9084,Spanish Fork,UT,84557.0,Valley Charter,Both
P624,jack.robinson650@community.org,Jack,Robinson,2003-06-28,participant,801-815-1107,Riverton,UT,84082.0,Startup Lab,Both
